Building,Building Type,Area (SF),Month,Fiscal Year,Start Date,End Date,Days,Electricity Usage (kWh),Electricity Cost ($),Electricity Generated (kWh),Natural Gas Start Date,Natural Gas End Date,Days2,Natural Gas Use (therms), Natural Gas Cost ($) ,Total Cost,Electricity Use (kBtu),Natural Gas Use (kBtu),Total kBtu
Walton Commons,Administration,"2,721",December,2020-21,11/15/2020,12/15/2020,30,"1,388",$120.95 ,,11/15/2020,12/15/2020,30,,,$120.95 ,"4,736.05", -    ,"4,736.05"
Walton Commons,Administration,"2,721",January,2020-21,12/15/2020,1/15/2021,31,"1,974",$174.58 ,,12/15/2020,1/15/2021,31,,,$174.58 ,"6,735.56", -    ,"6,735.56"
Walton Commons,Administration,"2,721",February,2020-21,1/15/2021,2/15/2021,31,"2,053",$180.40 ,,1/15/2021,2/15/2021,31,,,$180.40 ,"7,005.12", -    ,"7,005.12"
Walton Commons,Administration,"2,721",March,2020-21,2/15/2021,3/15/2021,28,"1,804",$204.93 ,,2/15/2021,3/15/2021,28,,,$204.93 ,"6,155.50", -    ,"6,155.50"
Walton Commons,Administration,"2,721",April,2020-21,3/15/2021,4/15/2021,31,"1,250",$140.20 ,,3/15/2021,4/15/2021,31,,,$140.20 ,"4,265.18", -    ,"4,265.18"
Walton Commons,Administration,"2,721",May,2020-21,4/15/2021,5/15/2021,30,789,$99.72 ,,4/15/2021,5/15/2021,30,,,$99.72 ,"2,692.18", -    ,"2,692.18"
Walton Commons,Administration,"2,721",June,2020-21,5/15/2021,6/15/2021,31,856,$108.19 ,,5/15/2021,6/15/2021,31,,,$108.19 ,"2,920.79", -    ,"2,920.79"
Walton Commons,Administration,"2,721",July,2021-22,6/15/2021,7/15/2021,30,"1,613",$293.36 ,,6/8/2021,7/8/2021,31,,,$293.36 ,"5,503.78", -    ,"5,503.78"
Walton Commons,Administration,"2,721",August,2021-22,7/15/2021,8/15/2021,31,"2,497",$502.90 ,,7/8/2021,8/6/2021,29,,,$502.90 ,"8,520.11", -    ,"8,520.11"
Walton Commons,Administration,"2,721",September,2021-22,8/15/2021,9/15/2021,31,"2,713",$470.35 ,,8/6/2021,9/7/2021,32,,,$470.35 ,"9,257.14", -    ,"9,257.14"
Walton Commons,Administration,"2,721",October,2021-22,9/15/2021,10/15/2021,30,"2,717",$405.13 ,,9/7/2021,10/7/2021,30,,,$405.13 ,"9,270.78", -    ,"9,270.78"
Walton Commons,Administration,"2,721",November,2021-22,10/15/2021,11/15/2021,31,"1,628",$228.33 ,,10/7/2021,11/8/2021,32,,,$228.33 ,"5,554.96", -    ,"5,554.96"
Walton Commons,Administration,"2,721",December,2021-22,11/15/2021,12/15/2021,30,"2,351",$328.18 ,,11/8/2021,12/9/2021,31,,,$328.18 ,"8,021.94", -    ,"8,021.94"
Walton Commons,Administration,"2,721",January,2021-22,12/15/2021,1/15/2022,31,"3,885",$550.00 ,,12/9/2021,1/10/2022,32,,,$550.00 ,"13,256.16", -    ,"13,256.16"
Walton Commons,Administration,"2,721",February,2021-22,1/15/2022,2/15/2022,31,"2,564",$369.42 ,,1/10/2022,2/9/2022,30,,,$369.42 ,"8,748.73", -    ,"8,748.73"
Walton Commons,Administration,"2,721",March,2021-22,2/15/2022,3/15/2022,28,"3,083",$459.64 ,,2/9/2022,3/11/2022,30,,,$459.64 ,"10,519.63", -    ,"10,519.63"
Walton Commons,Administration,"2,721",April,2021-22,3/15/2022,4/15/2022,31,"2,081",$310.26 ,,3/11/2022,4/11/2022,31,,,$310.26 ,"7,100.66", -    ,"7,100.66"
Walton Commons,Administration,"2,721",May,2021-22,4/15/2022,5/15/2022,30,"1,713",$264.65 ,,4/11/2022,5/10/2022,29,,,$264.65 ,"5,845.00", -    ,"5,845.00"
Walton Commons,Administration,"2,721",June,2021-22,5/15/2022,6/15/2022,31,"1,492",$272.11 ,,5/10/2022,6/9/2022,30,,,$272.11 ,"5,090.91", -    ,"5,090.91"
Walton Commons,Administration,"2,721",July,2022-23,6/16/2022,7/15/2022,30,"3,161",$652.37 ,,6/9/2022,7/11/2022,32,,,$652.37 ,"10,785.77", -    ,"10,785.77"
Walton Commons,Administration,"2,721",August,2022-23,7/15/2022,8/15/2022,31,"3,252",$760.12 ,,7/11/2022,8/9/2022,29,,,$760.12 ,"11,096.28", -    ,"11,096.28"
Walton Commons,Administration,"2,721",September,2022-23,8/15/2022,9/15/2022,31,"3,920",$897.23 ,,8/9/2022,9/8/2022,30,,,$897.23 ,"13,375.59", -    ,"13,375.59"
Walton Commons,Administration,"2,721",October,2022-23,9/15/2022,10/15/2022,30,"2,472",$474.25 ,,9/8/2022,10/7/2022,29,,,$474.25 ,"8,434.81", -    ,"8,434.81"
Walton Commons,Administration,"2,721",November,2022-23,10/15/2022,11/17/2022,33,"2,034",$327.39 ,,10/7/2022,11/7/2022,31,,,$327.39 ,"6,940.29", -    ,"6,940.29"
Walton Commons,Administration,"2,721",December,2022-23,11/17/2022,12/20/2022,33,"3,100",$443.99 ,,11/7/2022,12/8/2022,31,,,$443.99 ,"10,577.63", -    ,"10,577.63"
Walton Commons,Administration,"2,721",January,2022-23,12/20/2022,1/18/2023,29,"2,059",$349.98 ,,12/8/2022,1/9/2023,32,,,$349.98 ,"7,025.60", -    ,"7,025.60"
Walton Commons,Administration,"2,721",February,2022-23,1/18/2023,2/15/2023,28,"2,336",$399.80 ,,1/9/2023,2/7/2023,29,,,$399.80 ,"7,970.76", -    ,"7,970.76"
Walton Commons,Administration,"2,721",March,2022-23,2/15/2023,3/17/2023,30,"2,858",$451.71 ,,2/7/2023,3/9/2023,30,,,$451.71 ,"9,751.90", -    ,"9,751.90"
Walton Commons,Administration,"2,721",April,2022-23,3/17/2023,4/17/2023,31,"1,936",$334.10 ,,3/9/2023,4/7/2023,29,,,$334.10 ,"6,605.90", -    ,"6,605.90"
Walton Commons,Administration,"2,721",May,2022-23,4/17/2023,5/16/2023,29,"1,525",$271.67 ,,4/7/2023,5/8/2023,31,,,$271.67 ,"5,203.51", -    ,"5,203.51"
Walton Commons,Administration,"2,721",June,2022-23,5/16/2023,6/15/2023,30,"1,106",$199.08 ,,5/8/2023,6/7/2023,30,,,$199.08 ,"3,773.83", -    ,"3,773.83"
Walton Commons,Administration,"2,721",August,2023-24,7/18/2023,8/16/2023,30,"3,002",$747.90 ,,7/7/2023,8/7/2023,32,,,$747.90 ,"10,243.24", -    ,"10,243.24"
Walton Commons,Administration,"2,721",September,2023-24,8/16/2023,9/15/2023,30,"2,812",$696.64 ,,8/7/2023,9/6/2023,30,,,$696.64 ,"9,594.94", -    ,"9,594.94"
Walton Commons,Administration,"2,721",October,2023-24,9/15/2023,10/16/2023,31,"2,324",$492.62 ,,9/6/2023,10/6/2023,30,,,$492.62 ,"7,929.81", -    ,"7,929.81"
Walton Commons,Administration,"2,721",November,2023-24,10/16/2023,11/15/2023,30,"2,055",$379.78 ,,10/6/2023,11/7/2023,32,,,$379.78 ,"7,011.95", -    ,"7,011.95"
Walton Commons,Administration,"2,721",December,2023-24,11/15/2023,12/15/2023,30,"1,957",$348.39 ,,11/7/2023,12/7/2023,30,,,$348.39 ,"6,677.56", -    ,"6,677.56"
Walton Commons,Administration,"2,721",January,2023-24,12/15/2023,1/16/2024,32,"2,260",$412.51 ,,12/7/2023,1/8/2024,32,,,$412.51 ,"7,711.44", -    ,"7,711.44"
Walton Commons,Administration,"2,721",February,2023-24,1/16/2024,2/14/2024,29,"2,369",$406.40 ,,1/8/2024,2/6/2024,29,,,$406.40 ,"8,083.36", -    ,"8,083.36"
Walton Commons,Administration,"2,721",March,2023-24,2/14/2024,3/15/2024,30,"1,916",$339.66 ,,2/6/2024,3/7/2024,30,,,$339.66 ,"6,537.66", -    ,"6,537.66"
Walton Commons,Administration,"2,721",April,2023-24,3/15/2024,4/16/2024,32,"2,179",$364.14 ,,3/7/2024,4/5/2024,29,,,$364.14 ,"7,435.05", -    ,"7,435.05"
Walton Commons,Administration,"2,721",May,2023-24,4/16/2024,5/15/2024,29,"2,199",$377.19 ,,4/5/2024,5/6/2024,31,,,$377.19 ,"7,503.30", -    ,"7,503.30"
Walton Commons,Administration,"2,721",June,2023-24,5/15/2024,6/14/2024,30,"1,802",$394.59 ,,5/6/2024,6/5/2024,30,,,$394.59 ,"6,148.68", -    ,"6,148.68"
Walton Commons,Administration,"2,721",July,2023-24,6/15/2023,7/18/2023,34,"1,698",$356.58 ,,6/7/2023,7/7/2023,31,,,$356.58 ,"5,793.81", -    ,"5,793.81"
Walton Commons,Administration,"2,721",July,2024-25,6/14/2024,7/17/2024,34,"3,283",$751.48 ,,6/5/2024,7/5/2024,31,,,$751.48 ,"11,202.06", -    ,"11,202.06"
Walton Commons,Administration,"2,721",August,2024-25,7/17/2024,8/15/2024,29,"3,289",$797.36 ,,7/5/2024,8/6/2024,32,,,$797.36 ,"11,222.53", -    ,"11,222.53"
Walton Commons,Administration,"2,721",September,2024-25,8/15/2024,9/16/2024,32,"3,835",$923.84 ,,8/6/2024,9/5/2024,30,,,$923.84 ,"13,085.56", -    ,"13,085.56"
Walton Commons,Administration,"2,721",October,2024-25,9/16/2024,10/15/2024,29,"2,540",$518.18 ,,9/5/2024,10/7/2024,32,,,$518.18 ,"8,666.84", -    ,"8,666.84"
Walton Commons,Administration,"2,721",November,2024-25,10/15/2024,11/14/2024,30,"2,004",$343.40 ,,10/7/2024,11/6/2024,30,,,$343.40 ,"6,837.93", -    ,"6,837.93"
Walton Commons,Administration,"2,721",December,2024-25,11/14/2024,12/13/2024,29,"2,037",$355.87 ,,11/6/2024,12/9/2024,33,,,$355.87 ,"6,950.53", -    ,"6,950.53"
Walton Commons,Administration,"2,721",January,2024-25,12/13/2024,1/16/2025,34,"2,171",$333.49 ,,12/9/2024,1/8/2025,30,,,$333.49 ,"7,407.76", -    ,"7,407.76"
Walton Commons,Administration,"2,721",February,2024-25,1/16/2025,2/14/2025,29,"2,135",$380.54 ,,1/8/2025,2/6/2025,29,,,$380.54 ,"7,284.92", -    ,"7,284.92"
Walton Commons,Administration,"2,721",March,2024-25,,,1,,,,2/6/2025,3/10/2025,32,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",April,2024-25,,,0,,,,,,1,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",May,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",June,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",July,2010-11,6/15/2010,7/15/2010,31,,,,6/15/2010,7/15/2010,30,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",August,2010-11,7/15/2010,8/15/2010,32,,,,7/15/2010,8/15/2010,31,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",September,2010-11,8/15/2010,9/15/2010,32,,,,8/15/2010,9/15/2010,31,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",October,2010-11,9/15/2010,10/15/2010,30,,,,9/15/2010,10/15/2010,30,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",November,2010-11,10/15/2010,11/15/2010,31,,,,10/15/2010,11/15/2010,31,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",December,2010-11,11/15/2010,12/15/2010,30,,,,11/15/2010,12/15/2010,30,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",January,2010-11,12/15/2010,1/15/2011,31,,,,12/15/2010,1/15/2011,31,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",February,2010-11,1/15/2011,2/15/2011,31,,,,1/15/2011,2/15/2011,31,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",March,2010-11,2/15/2011,3/15/2011,28,,,,2/15/2011,3/15/2011,28,,, $-   , -    , -    , -    
Wig Hall,Residential,"28,616",April,2010-11,3/15/2011,4/15/2011,31,"5,824",,,3/15/2011,4/15/2011,31,,, $-   ,"19,872.30", -    ,"19,872.30"
Wig Hall,Residential,"28,616",May,2010-11,4/15/2011,5/15/2011,30,"11,067",,,4/15/2011,5/15/2011,30,,, $-   ,"37,762.15", -    ,"37,762.15"
Wig Hall,Residential,"28,616",June,2010-11,5/15/2011,6/15/2011,31,"9,538",,,5/15/2011,6/15/2011,31,,, $-   ,"32,544.99", -    ,"32,544.99"
Wig Hall,Residential,"28,616",July,2011-12,6/15/2011,7/15/2011,30,"8,079",,,6/15/2011,7/15/2011,30,,, $-   ,"27,566.68", -    ,"27,566.68"
Wig Hall,Residential,"28,616",August,2011-12,7/15/2011,8/15/2011,31,"10,053",,,7/15/2011,8/15/2011,31,,, $-   ,"34,302.24", -    ,"34,302.24"
Wig Hall,Residential,"28,616",September,2011-12,8/15/2011,9/15/2011,31,"14,890",,,8/15/2011,9/15/2011,31,,, $-   ,"50,806.76", -    ,"50,806.76"
Wig Hall,Residential,"28,616",October,2011-12,9/15/2011,10/15/2011,30,"15,824",,,9/15/2011,10/15/2011,30,,, $-   ,"53,993.70", -    ,"53,993.70"
Wig Hall,Residential,"28,616",November,2011-12,10/15/2011,11/15/2011,31,"14,773",,,10/15/2011,11/15/2011,31,,, $-   ,"50,407.54", -    ,"50,407.54"
Wig Hall,Residential,"28,616",December,2011-12,11/15/2011,12/15/2011,30,"13,210",,,11/15/2011,12/15/2011,30,,, $-   ,"45,074.37", -    ,"45,074.37"
Wig Hall,Residential,"28,616",January,2011-12,12/15/2011,1/15/2012,31,"11,384",,,12/15/2011,1/15/2012,31,,, $-   ,"38,843.80", -    ,"38,843.80"
Wig Hall,Residential,"28,616",February,2011-12,1/15/2012,2/15/2012,31,"14,306",,,1/15/2012,2/15/2012,31,,, $-   ,"48,814.07", -    ,"48,814.07"
Wig Hall,Residential,"28,616",March,2011-12,2/15/2012,3/15/2012,29,"15,816",,,2/15/2012,3/15/2012,29,,, $-   ,"53,966.41", -    ,"53,966.41"
Wig Hall,Residential,"28,616",April,2011-12,3/15/2012,4/15/2012,31,"13,622",,,3/15/2012,4/15/2012,31,,, $-   ,"46,480.17", -    ,"46,480.17"
Wig Hall,Residential,"28,616",May,2011-12,4/15/2012,5/15/2012,30,"11,044",,,4/15/2012,5/15/2012,30,,, $-   ,"37,683.67", -    ,"37,683.67"
Wig Hall,Residential,"28,616",June,2011-12,5/15/2012,6/15/2012,31,"10,086",,,5/15/2012,6/15/2012,31,,, $-   ,"34,414.84", -    ,"34,414.84"
Wig Hall,Residential,"28,616",July,2012-13,6/15/2012,7/15/2012,30,"9,539",,,6/15/2012,7/15/2012,30,,, $-   ,"32,548.40", -    ,"32,548.40"
Wig Hall,Residential,"28,616",August,2012-13,7/15/2012,8/15/2012,31,"12,368",,,7/15/2012,8/15/2012,31,,, $-   ,"42,201.35", -    ,"42,201.35"
Wig Hall,Residential,"28,616",September,2012-13,8/15/2012,9/15/2012,31,"20,101",,,8/15/2012,9/15/2012,31,,, $-   ,"68,587.43", -    ,"68,587.43"
Wig Hall,Residential,"28,616",October,2012-13,9/15/2012,10/15/2012,30,"11,462",,,9/15/2012,10/15/2012,30,,, $-   ,"39,109.95", -    ,"39,109.95"
Wig Hall,Residential,"28,616",November,2012-13,10/15/2012,11/15/2012,31,"15,017",,,10/15/2012,11/15/2012,31,,, $-   ,"51,240.11", -    ,"51,240.11"
Wig Hall,Residential,"28,616",December,2012-13,11/15/2012,12/15/2012,30,"15,277",,,11/15/2012,12/15/2012,30,,, $-   ,"52,127.26", -    ,"52,127.26"
Wig Hall,Residential,"28,616",January,2012-13,12/15/2012,1/15/2013,31,"11,368",,,12/15/2012,1/15/2013,31,,, $-   ,"38,789.21", -    ,"38,789.21"
Wig Hall,Residential,"28,616",February,2012-13,1/15/2013,2/15/2013,31,"14,958",,,1/15/2013,2/15/2013,31,,, $-   ,"51,038.79", -    ,"51,038.79"
Wig Hall,Residential,"28,616",March,2012-13,2/15/2013,3/15/2013,28,"15,894",,,2/15/2013,3/15/2013,28,,, $-   ,"54,232.55", -    ,"54,232.55"
Wig Hall,Residential,"28,616",April,2012-13,3/15/2013,4/15/2013,31,"14,742",,,3/15/2013,4/15/2013,31,,, $-   ,"50,301.77", -    ,"50,301.77"
Wig Hall,Residential,"28,616",May,2012-13,4/15/2013,5/15/2013,30,"13,559",,,4/15/2013,5/15/2013,30,,, $-   ,"46,265.21", -    ,"46,265.21"
Wig Hall,Residential,"28,616",June,2012-13,5/15/2013,6/15/2013,31,"8,446",,,5/15/2013,6/15/2013,31,,, $-   ,"28,818.93", -    ,"28,818.93"
Wig Hall,Residential,"28,616",July,2013-14,6/15/2013,7/15/2013,30,"10,764","$1,172.94 ",,6/15/2013,7/15/2013,30,,$107.34 ,"$1,280.28 ","36,728.27", -    ,"36,728.27"
Wig Hall,Residential,"28,616",August,2013-14,7/15/2013,8/15/2013,31,"9,637","$1,178.86 ",,7/15/2013,8/15/2013,31,,$156.51 ,"$1,335.37 ","32,882.79", -    ,"32,882.79"
Wig Hall,Residential,"28,616",September,2013-14,8/15/2013,9/15/2013,31,"18,270","$2,430.80 ",,8/15/2013,9/15/2013,31,,$158.28 ,"$2,589.08 ","62,339.80", -    ,"62,339.80"
Wig Hall,Residential,"28,616",October,2013-14,9/15/2013,10/15/2013,30,"15,092","$1,320.10 ",,9/15/2013,10/15/2013,30,,$284.75 ,"$1,604.85 ","51,496.02", -    ,"51,496.02"
Wig Hall,Residential,"28,616",November,2013-14,10/15/2013,11/15/2013,31,"15,510","$1,625.68 ",,10/15/2013,11/15/2013,31,,$225.88 ,"$1,851.56 ","52,922.29", -    ,"52,922.29"
Wig Hall,Residential,"28,616",December,2013-14,11/15/2013,12/15/2013,30,"13,419","$1,289.43 ",,11/15/2013,12/15/2013,30,,$451.24 ,"$1,740.67 ","45,787.51", -    ,"45,787.51"
Wig Hall,Residential,"28,616",January,2013-14,12/15/2013,1/15/2014,31,"13,788","$1,203.92 ",,12/15/2013,1/15/2014,31,,$229.43 ,"$1,433.35 ","47,046.59", -    ,"47,046.59"
Wig Hall,Residential,"28,616",February,2013-14,1/15/2014,2/15/2014,31,"12,262","$1,526.71 ",,1/15/2014,2/15/2014,31,,$289.83 ,"$1,816.54 ","41,839.66", -    ,"41,839.66"
Wig Hall,Residential,"28,616",March,2013-14,2/15/2014,3/15/2014,28,"12,603","$1,312.49 ",,2/15/2014,3/15/2014,28,,$247.23 ,"$1,559.72 ","43,003.20", -    ,"43,003.20"
Wig Hall,Residential,"28,616",April,2013-14,3/15/2014,4/15/2014,31,"14,855","$1,437.48 ",,3/15/2014,4/15/2014,31,,$232.78 ,"$1,670.26 ","50,687.34", -    ,"50,687.34"
Wig Hall,Residential,"28,616",May,2013-14,4/15/2014,5/15/2014,30,"12,208","$1,304.99 ",,4/15/2014,5/15/2014,30,,$138.77 ,"$1,443.76 ","41,655.41", -    ,"41,655.41"
Wig Hall,Residential,"28,616",June,2013-14,5/15/2014,6/15/2014,31,"8,780","$1,220.36 ",,5/15/2014,6/15/2014,31,,$143.84 ,"$1,364.20 ","29,958.59", -    ,"29,958.59"
Wig Hall,Residential,"28,616",July,2014-15,6/15/2014,7/15/2014,30,"9,609","$1,273.97 ",,6/15/2014,7/15/2014,30,170,$143.84 ,"$1,417.81 ","32,787.25","16,995.92","49,783.17"
Wig Hall,Residential,"28,616",August,2014-15,7/15/2014,8/15/2014,31,"10,083","$1,493.29 ",,7/15/2014,8/15/2014,31,844,$144.47 ,"$1,637.76 ","34,404.61","84,379.74","118,784.35"
Wig Hall,Residential,"28,616",September,2014-15,8/15/2014,9/15/2014,31,"15,177","$2,239.80 ",,8/15/2014,9/15/2014,31,182,$141.54 ,"$2,381.34 ","51,786.05","18,195.63","69,981.68"
Wig Hall,Residential,"28,616",October,2014-15,9/15/2014,10/15/2014,30,"16,090","$1,685.07 ",,9/15/2014,10/15/2014,30,105,$77.97 ,"$1,763.04 ","54,901.33","10,497.48","65,398.81"
Wig Hall,Residential,"28,616",November,2014-15,10/15/2014,11/15/2014,31,"12,458","$1,443.95 ",,10/15/2014,11/15/2014,31,0,$451.24 ,"$1,895.19 ","42,508.44", -    ,"42,508.44"
Wig Hall,Residential,"28,616",December,2014-15,11/15/2014,12/15/2014,30,"13,235","$1,287.89 ",,11/15/2014,12/15/2014,30,0, $-   ,"$1,287.89 ","45,159.67", -    ,"45,159.67"
Wig Hall,Residential,"28,616",January,2014-15,12/15/2014,1/15/2015,31,"10,674","$1,228.95 ",,12/15/2014,1/15/2015,31,1843,"$1,231.21 ","$2,460.16 ","36,421.18","184,255.77","220,676.95"
Wig Hall,Residential,"28,616",February,2014-15,1/15/2015,2/15/2015,31,"12,984","$1,405.93 ",,1/15/2015,2/15/2015,31,549,$352.42 ,"$1,758.35 ","44,303.23","54,886.82","99,190.05"
Wig Hall,Residential,"28,616",March,2014-15,2/15/2015,3/15/2015,28,"13,275","$1,295.70 ",,2/15/2015,3/15/2015,28,212,$124.07 ,"$1,419.77 ","45,296.16","21,194.91","66,491.07"
Wig Hall,Residential,"28,616",April,2014-15,3/15/2015,4/15/2015,31,"13,439","$1,459.49 ",,3/15/2015,4/15/2015,31,0,,"$1,459.49 ","45,855.75", -    ,"45,855.75"
Wig Hall,Residential,"28,616",May,2014-15,4/15/2015,5/15/2015,30,"12,333","$1,083.42 ",,4/15/2015,5/15/2015,30,397,$228.67 ,"$1,312.09 ","42,081.92","39,690.47","81,772.39"
Wig Hall,Residential,"28,616",June,2014-15,5/15/2015,6/15/2015,31,"10,729","$1,111.74 ",,5/15/2015,6/15/2015,31,106,$69.86 ,"$1,181.60 ","36,608.85","10,597.46","47,206.31"
Wig Hall,Residential,"28,616",July,2015-16,6/15/2015,7/15/2015,30,"7,638",$987.84 ,,6/15/2015,7/15/2015,30,47,$34.11 ,"$1,021.95 ","26,061.93","4,698.87","30,760.80"
Wig Hall,Residential,"28,616",August,2015-16,7/15/2015,8/15/2015,31,"10,289","$1,423.39 ",,7/15/2015,8/15/2015,31,116,$85.75 ,"$1,509.14 ","35,107.51","11,597.22","46,704.72"
Wig Hall,Residential,"28,616",September,2015-16,8/15/2015,9/15/2015,31,"17,354","$2,563.11 ",,8/15/2015,9/15/2015,31,481,$312.07 ,"$2,875.18 ","59,214.28","48,088.46","107,302.73"
Wig Hall,Residential,"28,616",October,2015-16,9/15/2015,10/15/2015,30,"16,854","$1,795.06 ",,9/15/2015,10/15/2015,30,306,$189.63 ,"$1,984.69 ","57,508.21","30,592.66","88,100.86"
Wig Hall,Residential,"28,616",November,2015-16,10/15/2015,11/15/2015,31,"14,420","$1,665.77 ",,10/15/2015,11/15/2015,31,270,$147.59 ,"$1,813.36 ","49,203.06","26,993.52","76,196.58"
Wig Hall,Residential,"28,616",December,2015-16,11/15/2015,12/15/2015,30,"13,655","$1,388.03 ",,11/15/2015,12/15/2015,30,191,$112.16 ,"$1,500.19 ","46,592.77","19,095.42","65,688.19"
Wig Hall,Residential,"28,616",January,2015-16,12/15/2015,1/15/2016,31,"10,734","$1,046.08 ",,12/15/2015,1/15/2016,31,230,$139.97 ,"$1,186.05 ","36,625.91","22,994.48","59,620.39"
Wig Hall,Residential,"28,616",February,2015-16,1/15/2016,2/15/2016,31,"13,404","$1,319.83 ",,1/15/2016,2/15/2016,31,251,$150.06 ,"$1,469.89 ","45,736.32","25,093.98","70,830.30"
Wig Hall,Residential,"28,616",March,2015-16,2/15/2016,3/15/2016,29,"13,163","$1,276.20 ",,2/15/2016,3/15/2016,29,207,$136.06 ,"$1,412.26 ","44,914.00","20,695.03","65,609.03"
Wig Hall,Residential,"28,616",April,2015-16,3/15/2016,4/15/2016,31,"14,669","$1,251.78 ",,3/15/2016,4/15/2016,31,262,$151.95 ,"$1,403.73 ","50,052.68","26,193.71","76,246.39"
Wig Hall,Residential,"28,616",May,2015-16,4/15/2016,5/15/2016,30,"11,123","$1,029.68 ",,4/15/2016,5/15/2016,30,143,$90.07 ,"$1,119.75 ","37,953.23","14,296.57","52,249.80"
Wig Hall,Residential,"28,616",June,2015-16,5/15/2016,6/15/2016,31,"7,682",$723.62 ,,5/15/2016,6/15/2016,31,110,$80.30 ,$803.92 ,"26,212.06","10,997.36","37,209.42"
Wig Hall,Residential,"28,616",July,2016-17,6/15/2016,7/15/2016,30,"6,993",$684.86 ,,6/15/2016,7/15/2016,30,40,,$684.86 ,"23,861.10","3,999.04","27,860.14"
Wig Hall,Residential,"28,616",August,2016-17,7/15/2016,8/15/2016,31,"11,333","$1,115.30 ",,7/15/2016,8/15/2016,31,165,,"$1,115.30 ","38,669.78","16,496.04","55,165.82"
Wig Hall,Residential,"28,616",September,2016-17,8/15/2016,9/15/2016,31,"17,592","$1,658.79 ",,8/15/2016,9/15/2016,31,222,,"$1,658.79 ","60,026.37","22,194.67","82,221.04"
Wig Hall,Residential,"28,616",October,2016-17,9/15/2016,10/15/2016,30,"13,989","$1,516.90 ",,9/15/2016,10/15/2016,30,239,,"$1,516.90 ","47,732.43","23,894.26","71,626.69"
Wig Hall,Residential,"28,616",November,2016-17,10/15/2016,11/15/2016,31,"15,077","$1,394.45 ",,10/15/2016,11/15/2016,31,287,$324.66 ,"$1,719.11 ","51,444.83","28,693.11","80,137.95"
Wig Hall,Residential,"28,616",December,2016-17,11/15/2016,12/15/2016,30,"13,394","$1,185.73 ",,11/15/2016,12/15/2016,30,192,$231.49 ,"$1,417.22 ","45,702.20","19,195.39","64,897.60"
Wig Hall,Residential,"28,616",January,2016-17,12/15/2016,1/15/2017,31,"11,992","$1,128.63 ",,12/15/2016,1/15/2017,31,258,$283.87 ,"$1,412.50 ","40,918.38","25,793.81","66,712.19"
Wig Hall,Residential,"28,616",February,2016-17,1/15/2017,2/15/2017,31,"14,901","$1,578.58 ",,1/15/2017,2/15/2017,31,291,$299.99 ,"$1,878.57 ","50,844.30","29,093.02","79,937.31"
Wig Hall,Residential,"28,616",March,2016-17,2/15/2017,3/15/2017,28,"14,120","$1,378.57 ",,2/15/2017,3/15/2017,28,244,$257.36 ,"$1,635.93 ","48,179.42","24,394.14","72,573.56"
Wig Hall,Residential,"28,616",April,2016-17,3/15/2017,4/15/2017,31,"13,215","$1,505.02 ",,3/15/2017,4/15/2017,31,270,$352.75 ,"$1,857.77 ","45,091.43","26,993.52","72,084.95"
Wig Hall,Residential,"28,616",May,2016-17,4/15/2017,5/15/2017,30,"11,327","$1,225.78 ",,4/15/2017,5/15/2017,30,190,$151.95 ,"$1,377.73 ","38,649.31","18,995.44","57,644.75"
Wig Hall,Residential,"28,616",June,2016-17,5/15/2017,6/15/2017,31,"8,276",$916.09 ,,5/15/2017,6/15/2017,31,40,,$916.09 ,"28,238.87","3,999.04","32,237.91"
Wig Hall,Residential,"28,616",July,2017-18,6/15/2017,7/15/2017,30,"6,828",$778.55 ,,6/15/2017,7/15/2017,30,40,,$778.55 ,"23,298.09","3,999.04","27,297.13"
