Building,Building Type,Meter Type,Area,Month,Fiscal Year,Quarter,Start Date,End Date,Days,Water Usage (CCF),Water Cost ($),Estimated Water Usage (CCF)
"Lincoln, Edmunds (Fire)",Fire,Fire,,June,FY14,,,,, -   ,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,July,FY14,,,,,60,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,August,FY14,,,,,61,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,September,FY14,,,,,78,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,October,FY14,,,,,75,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,November,FY14,,,,,67,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,December,FY14,,,,,"1,395",,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,January,FY14,,,,,69,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,February,FY14,,,,,"4,984",,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,March,FY14,,,,,211,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,April,FY14,,,,, -   ,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,May,FY14,,,,,338,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,June,FY14,,,,,239,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,July,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,August,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,September,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,October,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,November,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,December,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,January,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,February,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,March,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,April,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,May,FY14,,,,,,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,June,FY14,,,,,,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,July,FY14,,,,,"1,630",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,August,FY14,,,,,"1,441",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,September,FY14,,,,,"1,567",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,October,FY14,,,,,"1,349",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,November,FY14,,,,,"1,024",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,December,FY14,,,,,440,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,January,FY14,,,,,781,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,February,FY14,,,,,"1,423",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,March,FY14,,,,,"1,019",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,April,FY14,,,,,"1,350",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,May,FY14,,,,,"1,647",,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,June,FY14,,,,,"1,891",,
Mason (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,October,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Mason (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,July,FY14,,,,,"1,575",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,August,FY14,,,,,"1,363",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,September,FY14,,,,,"1,997",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,October,FY14,,,,,"1,099",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,November,FY14,,,,,646,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,December,FY14,,,,,677,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,January,FY14,,,,,646,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,February,FY14,,,,,704,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,March,FY14,,,,,345,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,April,FY14,,,,,503,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,May,FY14,,,,,865,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,June,FY14,,,,,"1,527",,
"Montgomery, Rembrandt",Academic,Domestic,,July,FY14,,,,,12,,
"Montgomery, Rembrandt",Academic,Domestic,,August,FY14,,,,,2,,
"Montgomery, Rembrandt",Academic,Domestic,,September,FY14,,,,,4,,
"Montgomery, Rembrandt",Academic,Domestic,,October,FY14,,,,, -   ,,
"Montgomery, Rembrandt",Academic,Domestic,,November,FY14,,,,, -   ,,
"Montgomery, Rembrandt",Academic,Domestic,,December,FY14,,,,, -   ,,
"Montgomery, Rembrandt",Academic,Domestic,,January,FY14,,,,,185,,
"Montgomery, Rembrandt",Academic,Domestic,,February,FY14,,,,,334,,
"Montgomery, Rembrandt",Academic,Domestic,,March,FY14,,,,,440,,
"Montgomery, Rembrandt",Academic,Domestic,,April,FY14,,,,,244,,
"Montgomery, Rembrandt",Academic,Domestic,,May,FY14,,,,,396,,
"Montgomery, Rembrandt",Academic,Domestic,,June,FY14,,,,,279,,
North Campus (Irrigation),Irrigation,Irrigation,,July,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,August,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,September,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,October,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,November,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,December,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,January,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,February,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,March,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,April,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,May,FY14,,,,,,,
North Campus (Irrigation),Irrigation,Irrigation,,June,FY14,,,,,,,
Norton-Clark III,Residential,Domestic,,July,FY14,,,,,5,,
Norton-Clark III,Residential,Domestic,,August,FY14,,,,,13,,
Norton-Clark III,Residential,Domestic,,September,FY14,,,,,66,,
Norton-Clark III,Residential,Domestic,,October,FY14,,,,,87,,
Norton-Clark III,Residential,Domestic,,November,FY14,,,,,94,,
Norton-Clark III,Residential,Domestic,,December,FY14,,,,,100,,
Norton-Clark III,Residential,Domestic,,January,FY14,,,,,64,,
Norton-Clark III,Residential,Domestic,,February,FY14,,,,,101,,
Norton-Clark III,Residential,Domestic,,March,FY14,,,,,89,,
Norton-Clark III,Residential,Domestic,,April,FY14,,,,,58,,
Norton-Clark III,Residential,Domestic,,May,FY14,,,,,70,,
Norton-Clark III,Residential,Domestic,,June,FY14,,,,,41,,
Oldenborg (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,October,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,October,FY14,,,,,1,,
Pauley Tennis Complex (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,October,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
Pendleton Building,Administration,Domestic,,July,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,August,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,September,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,October,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,November,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,December,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,January,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,February,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,March,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,April,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,May,FY14,,,,,,,
Pendleton Building,Administration,Domestic,,June,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,July,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,August,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,September,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,October,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,November,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,December,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,January,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,February,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,March,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,April,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,May,FY14,,,,,,,
Pendleton Building (Fire),Fire,Fire,,June,FY14,,,,,,,
Pendleton House,Administration,Domestic,,July,FY14,,,,,,,
Pendleton House,Administration,Domestic,,August,FY14,,,,,,,
Pendleton House,Administration,Domestic,,September,FY14,,,,,,,
Pendleton House,Administration,Domestic,,October,FY14,,,,,,,
Pendleton House,Administration,Domestic,,November,FY14,,,,,,,
Pendleton House,Administration,Domestic,,December,FY14,,,,,,,
Pendleton House,Administration,Domestic,,January,FY14,,,,,,,
Pendleton House,Administration,Domestic,,February,FY14,,,,,,,
Pendleton House,Administration,Domestic,,March,FY14,,,,,,,
Pendleton House,Administration,Domestic,,April,FY14,,,,,,,
Pendleton House,Administration,Domestic,,May,FY14,,,,,,,
Pendleton House,Administration,Domestic,,June,FY14,,,,,,,
736 House,Administration,Domestic,,July,FY14,,,,,,,
736 House,Administration,Domestic,,August,FY14,,,,,,,
736 House,Administration,Domestic,,September,FY14,,,,,,,
736 House,Administration,Domestic,,October,FY14,,,,,,,
736 House,Administration,Domestic,,November,FY14,,,,,,,
736 House,Administration,Domestic,,December,FY14,,,,,,,
736 House,Administration,Domestic,,January,FY14,,,,,,,
736 House,Administration,Domestic,,February,FY14,,,,,,,
736 House,Administration,Domestic,,March,FY14,,,,,,,
736 House,Administration,Domestic,,April,FY14,,,,,,,
736 House,Administration,Domestic,,May,FY14,,,,,,,
736 House,Administration,Domestic,,June,FY14,,,,,,,
President's House,Residential,Domestic,,July,FY14,,,,,6,,
President's House,Residential,Domestic,,August,FY14,,,,,7,,
President's House,Residential,Domestic,,September,FY14,,,,,14,,
President's House,Residential,Domestic,,October,FY14,,,,,12,,
President's House,Residential,Domestic,,November,FY14,,,,,12,,
President's House,Residential,Domestic,,December,FY14,,,,,12,,
President's House,Residential,Domestic,,January,FY14,,,,,13,,
President's House,Residential,Domestic,,February,FY14,,,,,11,,
President's House,Residential,Domestic,,March,FY14,,,,,11,,
President's House,Residential,Domestic,,April,FY14,,,,,7,,
President's House,Residential,Domestic,,May,FY14,,,,,10,,
President's House,Residential,Domestic,,June,FY14,,,,,9,,
Seaver Biology,Science,Domestic,,July,FY14,,,,,269,,
Seaver Biology,Science,Domestic,,August,FY14,,,,,250,,
Seaver Biology,Science,Domestic,,September,FY14,,,,,221,,
Seaver Biology,Science,Domestic,,October,FY14,,,,,205,,
Seaver Biology,Science,Domestic,,November,FY14,,,,,59,,
Seaver Biology,Science,Domestic,,December,FY14,,,,,38,,
Seaver Biology,Science,Domestic,,January,FY14,,,,,24,,
Seaver Biology,Science,Domestic,,February,FY14,,,,,62,,
Seaver Biology,Science,Domestic,,March,FY14,,,,,48,,
Seaver Biology,Science,Domestic,,April,FY14,,,,,59,,
Seaver Biology,Science,Domestic,,May,FY14,,,,,30,,
Seaver Biology,Science,Domestic,,June,FY14,,,,,33,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,July,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,August,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,September,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,October,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,November,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,December,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,January,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,February,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,March,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,April,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,May,FY14,,,,,,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,June,FY14,,,,,,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,July,FY14,,,,,251,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,August,FY14,,,,,159,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,September,FY14,,,,,312,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,October,FY14,,,,,154,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,November,FY14,,,,,112,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,December,FY14,,,,,60,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,January,FY14,,,,,78,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,February,FY14,,,,,151,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,March,FY14,,,,,98,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,April,FY14,,,,,132,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,May,FY14,,,,,168,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,June,FY14,,,,,249,,
Seaver North,Science,Domestic,,July,FY14,,,,,754,,
Seaver North,Science,Domestic,,August,FY14,,,,,640,,
Seaver North,Science,Domestic,,September,FY14,,,,,"1,117",,
Seaver North,Science,Domestic,,October,FY14,,,,,459,,
Seaver North,Science,Domestic,,November,FY14,,,,,390,,
Seaver North,Science,Domestic,,December,FY14,,,,,207,,
Seaver North,Science,Domestic,,January,FY14,,,,,226,,
Seaver North,Science,Domestic,,February,FY14,,,,,"1,016",,
Seaver North,Science,Domestic,,March,FY14,,,,,587,,
Seaver North,Science,Domestic,,April,FY14,,,,,412,,
Seaver North,Science,Domestic,,May,FY14,,,,,513,,
Seaver North,Science,Domestic,,June,FY14,,,,,648,,
Seaver North (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,October,FY14,,,,,1,,
Seaver North (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,March,FY14,,,,,1,,
Seaver North (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,June,FY14,,,,,1,,
Seaver South,Science,Domestic,,July,FY14,,,,,12,,
Seaver South,Science,Domestic,,August,FY14,,,,,8,,
Seaver South,Science,Domestic,,September,FY14,,,,,6,,
Seaver South,Science,Domestic,,October,FY14,,,,,12,,
Seaver South,Science,Domestic,,November,FY14,,,,,14,,
Seaver South,Science,Domestic,,December,FY14,,,,,16,,
Seaver South,Science,Domestic,,January,FY14,,,,,58,,
Seaver South,Science,Domestic,,February,FY14,,,,,20,,
Seaver South,Science,Domestic,,March,FY14,,,,,26,,
Seaver South,Science,Domestic,,April,FY14,,,,,28,,
Seaver South,Science,Domestic,,May,FY14,,,,,22,,
Seaver South,Science,Domestic,,June,FY14,,,,,16,,
Seeley Mudd,Academic,Domestic,,July,FY14,,,,,"1,586",,
Seeley Mudd,Academic,Domestic,,August,FY14,,,,,591,,
Seeley Mudd,Academic,Domestic,,September,FY14,,,,,"1,133",,
Seeley Mudd,Academic,Domestic,,October,FY14,,,,,691,,
Seeley Mudd,Academic,Domestic,,November,FY14,,,,,546,,
Seeley Mudd,Academic,Domestic,,December,FY14,,,,,312,,
Seeley Mudd,Academic,Domestic,,January,FY14,,,,,377,,
Seeley Mudd,Academic,Domestic,,February,FY14,,,,,433,,
Seeley Mudd,Academic,Domestic,,March,FY14,,,,,382,,
Seeley Mudd,Academic,Domestic,,April,FY14,,,,,388,,
Seeley Mudd,Academic,Domestic,,May,FY14,,,,,412,,
Seeley Mudd,Academic,Domestic,,June,FY14,,,,,433,,
Smiley,Residential,Domestic,,July,FY14,,,,,8,,
Smiley,Residential,Domestic,,August,FY14,,,,,6,,
Smiley,Residential,Domestic,,September,FY14,,,,,12,,
Smiley,Residential,Domestic,,October,FY14,,,,,11,,
Smiley,Residential,Domestic,,November,FY14,,,,,8,,
Smiley,Residential,Domestic,,December,FY14,,,,,7,,
Smiley,Residential,Domestic,,January,FY14,,,,,4,,
Smiley,Residential,Domestic,,February,FY14,,,,,8,,
Smiley,Residential,Domestic,,March,FY14,,,,,15,,
Smiley,Residential,Domestic,,April,FY14,,,,,13,,
Smiley,Residential,Domestic,,May,FY14,,,,,19,,
Smiley,Residential,Domestic,,June,FY14,,,,,9,,
Smith Campus Center (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,October,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
Sontag,Residential,Domestic,,July,FY14,,,,,13,,
Sontag,Residential,Domestic,,August,FY14,,,,,11,,
Sontag,Residential,Domestic,,September,FY14,,,,,11,,
Sontag,Residential,Domestic,,October,FY14,,,,,18,,
Sontag,Residential,Domestic,,November,FY14,,,,,18,,
Sontag,Residential,Domestic,,December,FY14,,,,,15,,
Sontag,Residential,Domestic,,January,FY14,,,,,22,,
Sontag,Residential,Domestic,,February,FY14,,,,,43,,
Sontag,Residential,Domestic,,March,FY14,,,,,63,,
Sontag,Residential,Domestic,,April,FY14,,,,,62,,
Sontag,Residential,Domestic,,May,FY14,,,,,54,,
Sontag,Residential,Domestic,,June,FY14,,,,,27,,
Sontag (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,October,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
Sontag (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,July,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,August,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,September,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,October,FY14,,,,,1,,
South Campus (Fire),Fire,Fire,,November,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,December,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,January,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,February,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,March,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,April,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,May,FY14,,,,, -   ,,
South Campus (Fire),Fire,Fire,,June,FY14,,,,, -   ,,
South Campus Irrigation,Irrigation,Irrigation,,July,FY14,,,,,,,
